claim_id,ulpin,claimant_name,relation_to_recorded_owner,blood_relation,proof_status,proof_document,claimed_share_pct,verification_status,claim_filed_on
SC-36-027-021-776499-1,36-027-021-776499,Claimant 1,Step-son,True,Contested,Civil suit pending,73.0,Referred to Revenue Court,2022-05-27
SC-36-027-013-769515-1,36-027-013-769515,Claimant 1,Step-son,True,Documented,Registered Will,100.0,Verified,2022-03-27
SC-21-026-010-001443-1,21-026-010-001443,Claimant 1,Daughter,True,Documented,Mutation Entry (RoR),23.3,Verified,2020-01-20
SC-21-026-010-001443-2,21-026-010-001443,Claimant 2,Son,True,Documented,Mutation Entry (RoR),26.3,Verified,2020-01-20
SC-21-026-010-001443-3,21-026-010-001443,Claimant 3,Grandson,True,Undocumented,"Affidavit, unverified",50.400000000000006,Pending Verification,2020-01-20
SC-27-001-002-170453-1,27-001-002-170453,Claimant 1,Nephew,False,Undocumented,Panchayat attestation,83.8,Pending Verification,2023-07-22
SC-09-015-009-180643-1,09-015-009-180643,Claimant 1,Nephew,True,Documented,Registered Will,31.6,Verified,2020-12-17
SC-09-015-009-180643-2,09-015-009-180643,Claimant 2,Widow,True,Documented,Partition Deed,68.4,Verified,2020-12-17
SC-09-002-024-994533-1,09-002-024-994533,Claimant 1,Step-son,True,Undocumented,Panchayat attestation,32.8,Pending Verification,2022-02-03
SC-09-002-024-994533-2,09-002-024-994533,Claimant 2,Sister,True,Documented,Legal Heir Certificate,29.6,Verified,2022-02-03
SC-09-002-024-994533-3,09-002-024-994533,Claimant 3,Grandson,True,Contested,Civil suit pending,25.4,Referred to Revenue Court,2022-02-03
SC-09-002-024-994533-4,09-002-024-994533,Claimant 4,Son,True,Documented,Registered Will,12.200000000000003,Verified,2022-02-03
SC-36-003-020-722251-1,36-003-020-722251,Claimant 1,Nephew,True,Undocumented,Oral claim only,35.0,Pending Verification,2021-03-28
SC-36-003-020-722251-2,36-003-020-722251,Claimant 2,Nephew,True,Undocumented,"Affidavit, unverified",36.9,Pending Verification,2021-03-28
SC-36-003-020-722251-3,36-003-020-722251,Claimant 3,Step-son,True,Undocumented,"Affidavit, unverified",21.1,Pending Verification,2021-03-28
SC-22-018-007-031791-1,22-018-007-031791,Claimant 1,Son,True,Documented,Partition Deed,67.5,Verified,2019-08-23
SC-23-004-002-021181-1,23-004-002-021181,Claimant 1,Step-son,True,Documented,Mutation Entry (RoR),39.1,Verified,2020-01-06
SC-23-004-002-021181-2,23-004-002-021181,Claimant 2,Step-son,True,Contested,Disputed mutation,52.6,Referred to Revenue Court,2020-01-06
SC-29-009-006-340166-1,29-009-006-340166,Claimant 1,Sister,True,Undocumented,"Affidavit, unverified",57.0,Pending Verification,2021-10-02
SC-29-009-006-340166-2,29-009-006-340166,Claimant 2,Adopted Son,True,Documented,Mutation Entry (RoR),43.0,Verified,2021-10-02
SC-33-045-002-169773-1,33-045-002-169773,Claimant 1,Daughter,False,Contested,Disputed mutation,21.6,Referred to Revenue Court,2023-08-16
SC-33-045-002-169773-2,33-045-002-169773,Claimant 2,Grandson,True,Contested,Civil suit pending,40.5,Referred to Revenue Court,2023-08-16
SC-33-045-002-169773-3,33-045-002-169773,Claimant 3,Adopted Son,True,Contested,Competing Will produced,37.900000000000006,Referred to Revenue Court,2023-08-16
SC-27-001-019-900824-1,27-001-019-900824,Claimant 1,Nephew,True,Documented,Registered Will,66.1,Verified,2023-12-13
SC-27-001-019-900824-2,27-001-019-900824,Claimant 2,Nephew,True,Documented,Partition Deed,33.2,Verified,2023-12-13
SC-29-009-004-318285-1,29-009-004-318285,Claimant 1,Nephew,True,Undocumented,Panchayat attestation,39.4,Pending Verification,2019-02-17
SC-29-009-004-318285-2,29-009-004-318285,Claimant 2,Step-son,True,Contested,Disputed mutation,60.6,Referred to Revenue Court,2019-02-17
SC-27-037-008-686288-1,27-037-008-686288,Claimant 1,Step-son,True,Documented,Legal Heir Certificate,21.5,Verified,2019-03-04
SC-27-037-008-686288-2,27-037-008-686288,Claimant 2,Nephew,True,Contested,Civil suit pending,17.0,Referred to Revenue Court,2019-03-04
SC-27-037-008-686288-3,27-037-008-686288,Claimant 3,Brother,True,Documented,Mutation Entry (RoR),21.7,Verified,2019-03-04
SC-27-037-008-686288-4,27-037-008-686288,Claimant 4,Grandson,False,Contested,Disputed mutation,39.5,Referred to Revenue Court,2019-03-04
SC-29-018-008-164220-1,29-018-008-164220,Claimant 1,Adopted Son,True,Contested,Competing Will produced,16.0,Referred to Revenue Court,2022-10-07
SC-29-018-008-164220-2,29-018-008-164220,Claimant 2,Grandson,True,Undocumented,"Affidavit, unverified",25.1,Pending Verification,2022-10-07
SC-29-018-008-164220-3,29-018-008-164220,Claimant 3,Daughter,True,Documented,Partition Deed,33.8,Verified,2022-10-07
SC-29-018-008-164220-4,29-018-008-164220,Claimant 4,Step-son,True,Documented,Succession Certificate,22.4,Verified,2022-10-07
SC-27-037-018-273093-1,27-037-018-273093,Claimant 1,Daughter,True,Undocumented,Panchayat attestation,67.0,Pending Verification,2025-07-03
SC-22-002-022-420389-1,22-002-022-420389,Claimant 1,Step-son,False,Undocumented,Panchayat attestation,31.8,Pending Verification,2026-03-14
SC-22-002-022-420389-2,22-002-022-420389,Claimant 2,Grandson,True,Undocumented,"Affidavit, unverified",68.2,Pending Verification,2026-03-14
SC-09-044-014-641225-1,09-044-014-641225,Claimant 1,Son,True,Documented,Mutation Entry (RoR),30.6,Verified,2026-08-15
SC-09-044-014-641225-2,09-044-014-641225,Claimant 2,Sister,False,Undocumented,Oral claim only,28.8,Pending Verification,2026-08-15
SC-09-044-014-641225-3,09-044-014-641225,Claimant 3,Adopted Son,True,Documented,Registered Will,40.60000000000001,Verified,2026-08-15
SC-21-005-024-337424-1,21-005-024-337424,Claimant 1,Step-son,True,Undocumented,Panchayat attestation,65.0,Pending Verification,2025-07-01
SC-21-005-024-337424-2,21-005-024-337424,Claimant 2,Son,False,Documented,Mutation Entry (RoR),35.0,Verified,2025-07-01
SC-21-026-014-370727-1,21-026-014-370727,Claimant 1,Grandson,False,Documented,Legal Heir Certificate,88.0,Verified,2024-06-28
SC-29-009-016-192964-1,29-009-016-192964,Claimant 1,Brother,True,Undocumented,"Affidavit, unverified",96.8,Pending Verification,2026-03-25
SC-36-019-003-705316-1,36-019-003-705316,Claimant 1,Adopted Son,True,Documented,Legal Heir Certificate,41.9,Verified,2025-02-14
SC-36-019-003-705316-2,36-019-003-705316,Claimant 2,Grandson,False,Undocumented,Panchayat attestation,32.3,Pending Verification,2025-02-14
SC-36-019-003-705316-3,36-019-003-705316,Claimant 3,Sister,False,Undocumented,Oral claim only,16.7,Pending Verification,2025-02-14
SC-22-009-020-203958-1,22-009-020-203958,Claimant 1,Brother,True,Undocumented,Oral claim only,68.5,Pending Verification,2025-09-10
SC-22-009-020-203958-2,22-009-020-203958,Claimant 2,Son,False,Undocumented,Oral claim only,26.2,Pending Verification,2025-09-10
SC-09-015-015-984880-1,09-015-015-984880,Claimant 1,Adopted Son,False,Undocumented,"Affidavit, unverified",27.8,Pending Verification,2024-10-26
SC-09-015-015-984880-2,09-015-015-984880,Claimant 2,Adopted Son,True,Documented,Legal Heir Certificate,44.0,Verified,2024-10-26
SC-09-015-015-984880-3,09-015-015-984880,Claimant 3,Sister,True,Documented,Legal Heir Certificate,28.200000000000003,Verified,2024-10-26
SC-22-014-013-719914-1,22-014-013-719914,Claimant 1,Sister,True,Documented,Mutation Entry (RoR),32.5,Verified,2026-05-11
SC-22-014-013-719914-2,22-014-013-719914,Claimant 2,Brother,True,Undocumented,Panchayat attestation,38.1,Pending Verification,2026-05-11
SC-22-014-013-719914-3,22-014-013-719914,Claimant 3,Widow,False,Documented,Partition Deed,29.4,Verified,2026-05-11
SC-09-002-014-978881-1,09-002-014-978881,Claimant 1,Son,True,Undocumented,Oral claim only,18.2,Pending Verification,2026-07-20
SC-09-002-014-978881-2,09-002-014-978881,Claimant 2,Son,True,Documented,Legal Heir Certificate,24.7,Verified,2026-07-20
SC-09-002-014-978881-3,09-002-014-978881,Claimant 3,Son,True,Contested,Disputed mutation,17.2,Referred to Revenue Court,2026-07-20
SC-09-002-014-978881-4,09-002-014-978881,Claimant 4,Widow,True,Documented,Registered Will,39.89999999999999,Verified,2026-07-20
SC-21-005-003-657654-1,21-005-003-657654,Claimant 1,Brother,True,Undocumented,Oral claim only,91.9,Pending Verification,2024-12-01
SC-21-012-024-149588-1,21-012-024-149588,Claimant 1,Sister,True,Contested,Competing Will produced,44.6,Referred to Revenue Court,2026-06-09
SC-21-012-024-149588-2,21-012-024-149588,Claimant 2,Nephew,True,Undocumented,Oral claim only,17.8,Pending Verification,2026-06-09
SC-21-012-024-149588-3,21-012-024-149588,Claimant 3,Son,False,Documented,Legal Heir Certificate,31.8,Verified,2026-06-09
SC-29-022-008-374630-1,29-022-008-374630,Claimant 1,Son,True,Contested,Disputed mutation,33.0,Referred to Revenue Court,2026-05-12
SC-29-022-008-374630-2,29-022-008-374630,Claimant 2,Widow,True,Contested,Civil suit pending,40.1,Referred to Revenue Court,2026-05-12
SC-29-022-008-374630-3,29-022-008-374630,Claimant 3,Son,True,Documented,Succession Certificate,22.4,Verified,2026-05-12
SC-29-009-010-716020-1,29-009-010-716020,Claimant 1,Daughter,True,Undocumented,Oral claim only,64.5,Pending Verification,2026-01-30
SC-29-009-010-716020-2,29-009-010-716020,Claimant 2,Widow,True,Documented,Succession Certificate,28.5,Verified,2026-01-30
SC-09-002-008-247131-1,09-002-008-247131,Claimant 1,Brother,True,Contested,Disputed mutation,45.1,Referred to Revenue Court,2026-06-25
SC-09-002-008-247131-2,09-002-008-247131,Claimant 2,Daughter,True,Documented,Partition Deed,54.9,Verified,2026-06-25
SC-33-045-019-735619-1,33-045-019-735619,Claimant 1,Widow,True,Undocumented,Oral claim only,33.2,Pending Verification,2024-09-13
SC-33-045-019-735619-2,33-045-019-735619,Claimant 2,Daughter,True,Undocumented,"Affidavit, unverified",66.8,Pending Verification,2024-09-13
SC-23-028-009-366887-1,23-028-009-366887,Claimant 1,Brother,True,Documented,Succession Certificate,100.0,Verified,2026-06-20
SC-27-025-017-599201-1,27-025-017-599201,Claimant 1,Nephew,True,Documented,Legal Heir Certificate,25.8,Verified,2026-01-31
SC-27-025-017-599201-2,27-025-017-599201,Claimant 2,Sister,True,Contested,Competing Will produced,29.8,Referred to Revenue Court,2026-01-31
SC-27-025-017-599201-3,27-025-017-599201,Claimant 3,Step-son,True,Undocumented,Oral claim only,44.400000000000006,Pending Verification,2026-01-31
SC-36-019-009-063906-1,36-019-009-063906,Claimant 1,Son,True,Contested,Disputed mutation,44.5,Referred to Revenue Court,2024-10-16
SC-36-019-009-063906-2,36-019-009-063906,Claimant 2,Daughter,False,Documented,Partition Deed,25.7,Verified,2024-10-16
SC-36-019-009-063906-3,36-019-009-063906,Claimant 3,Sister,True,Undocumented,"Affidavit, unverified",29.8,Pending Verification,2024-10-16
SC-33-023-012-850145-1,33-023-012-850145,Claimant 1,Adopted Son,True,Documented,Succession Certificate,23.7,Verified,2026-03-24
SC-33-023-012-850145-2,33-023-012-850145,Claimant 2,Brother,True,Undocumented,"Affidavit, unverified",53.0,Pending Verification,2026-03-24
SC-33-023-012-850145-3,33-023-012-850145,Claimant 3,Daughter,True,Documented,Succession Certificate,14.3,Verified,2026-03-24
SC-33-045-020-321548-1,33-045-020-321548,Claimant 1,Grandson,False,Documented,Registered Will,37.1,Verified,2024-12-03
SC-33-045-020-321548-2,33-045-020-321548,Claimant 2,Sister,True,Documented,Partition Deed,27.3,Verified,2024-12-03
SC-33-045-020-321548-3,33-045-020-321548,Claimant 3,Grandson,True,Undocumented,Panchayat attestation,35.599999999999994,Pending Verification,2024-12-03
SC-27-013-002-146772-1,27-013-002-146772,Claimant 1,Sister,True,Documented,Partition Deed,19.3,Verified,2025-09-20
SC-27-013-002-146772-2,27-013-002-146772,Claimant 2,Step-son,True,Undocumented,"Affidavit, unverified",32.0,Pending Verification,2025-09-20
SC-27-013-002-146772-3,27-013-002-146772,Claimant 3,Daughter,True,Documented,Mutation Entry (RoR),16.9,Verified,2025-09-20
SC-27-013-002-146772-4,27-013-002-146772,Claimant 4,Daughter,True,Documented,Succession Certificate,31.800000000000004,Verified,2025-09-20
SC-29-018-011-534431-1,29-018-011-534431,Claimant 1,Grandson,True,Documented,Partition Deed,83.0,Verified,2024-07-23
SC-09-002-005-820092-1,09-002-005-820092,Claimant 1,Son,True,Undocumented,"Affidavit, unverified",17.8,Pending Verification,2025-02-03
SC-09-002-005-820092-2,09-002-005-820092,Claimant 2,Son,True,Undocumented,Panchayat attestation,27.1,Pending Verification,2025-02-03
SC-09-002-005-820092-3,09-002-005-820092,Claimant 3,Son,False,Contested,Disputed mutation,21.9,Referred to Revenue Court,2025-02-03
SC-09-002-005-820092-4,09-002-005-820092,Claimant 4,Widow,True,Documented,Legal Heir Certificate,33.2,Verified,2025-02-03
SC-22-014-011-799681-1,22-014-011-799681,Claimant 1,Grandson,True,Documented,Succession Certificate,100.0,Verified,2025-07-10
SC-27-001-002-554599-1,27-001-002-554599,Claimant 1,Adopted Son,True,Documented,Succession Certificate,31.1,Verified,2025-08-31
SC-27-001-002-554599-2,27-001-002-554599,Claimant 2,Son,False,Documented,Registered Will,31.2,Verified,2025-08-31
SC-27-001-002-554599-3,27-001-002-554599,Claimant 3,Son,False,Documented,Succession Certificate,21.5,Verified,2025-08-31
SC-27-001-002-554599-4,27-001-002-554599,Claimant 4,Nephew,True,Undocumented,Oral claim only,16.200000000000003,Pending Verification,2025-08-31
SC-33-014-021-996444-1,33-014-021-996444,Claimant 1,Adopted Son,True,Documented,Succession Certificate,100.0,Verified,2026-07-14
SC-36-011-021-000186-1,36-011-021-000186,Claimant 1,Nephew,True,Documented,Legal Heir Certificate,22.5,Verified,2025-05-19
SC-36-011-021-000186-2,36-011-021-000186,Claimant 2,Sister,True,Contested,Competing Will produced,26.7,Referred to Revenue Court,2025-05-19
SC-36-011-021-000186-3,36-011-021-000186,Claimant 3,Grandson,True,Documented,Mutation Entry (RoR),20.1,Verified,2025-05-19
SC-36-011-021-000186-4,36-011-021-000186,Claimant 4,Son,False,Documented,Registered Will,21.6,Verified,2025-05-19
SC-23-028-003-517002-1,23-028-003-517002,Claimant 1,Step-son,True,Documented,Legal Heir Certificate,42.1,Verified,2025-06-13
SC-23-028-003-517002-2,23-028-003-517002,Claimant 2,Nephew,True,Documented,Legal Heir Certificate,36.9,Verified,2025-06-13
SC-23-028-003-517002-3,23-028-003-517002,Claimant 3,Adopted Son,False,Documented,Partition Deed,21.0,Verified,2025-06-13
SC-36-027-022-025842-1,36-027-022-025842,Claimant 1,Adopted Son,True,Contested,Competing Will produced,28.4,Referred to Revenue Court,2025-10-03
SC-36-027-022-025842-2,36-027-022-025842,Claimant 2,Sister,False,Documented,Legal Heir Certificate,15.3,Verified,2025-10-03
SC-36-027-022-025842-3,36-027-022-025842,Claimant 3,Sister,True,Undocumented,"Affidavit, unverified",30.6,Pending Verification,2025-10-03
SC-36-027-022-025842-4,36-027-022-025842,Claimant 4,Daughter,True,Documented,Partition Deed,25.699999999999996,Verified,2025-10-03
SC-22-002-009-216421-1,22-002-009-216421,Claimant 1,Brother,False,Contested,Civil suit pending,16.0,Referred to Revenue Court,2024-11-06
SC-22-002-009-216421-2,22-002-009-216421,Claimant 2,Daughter,True,Undocumented,"Affidavit, unverified",22.9,Pending Verification,2024-11-06
SC-22-002-009-216421-3,22-002-009-216421,Claimant 3,Brother,False,Contested,Competing Will produced,21.4,Referred to Revenue Court,2024-11-06
SC-22-002-009-216421-4,22-002-009-216421,Claimant 4,Sister,True,Undocumented,Panchayat attestation,39.7,Pending Verification,2024-11-06
SC-23-033-002-472071-1,23-033-002-472071,Claimant 1,Nephew,True,Contested,Disputed mutation,24.9,Referred to Revenue Court,2024-08-02
SC-23-033-002-472071-2,23-033-002-472071,Claimant 2,Nephew,True,Undocumented,Panchayat attestation,45.8,Pending Verification,2024-08-02
SC-23-033-002-472071-3,23-033-002-472071,Claimant 3,Nephew,True,Documented,Registered Will,28.1,Verified,2024-08-02
SC-33-045-007-088086-1,33-045-007-088086,Claimant 1,Son,True,Contested,Civil suit pending,25.6,Referred to Revenue Court,2025-12-25
SC-33-045-007-088086-2,33-045-007-088086,Claimant 2,Adopted Son,True,Documented,Legal Heir Certificate,33.4,Verified,2025-12-25
SC-33-045-007-088086-3,33-045-007-088086,Claimant 3,Grandson,True,Undocumented,Oral claim only,23.9,Pending Verification,2025-12-25
SC-33-045-007-088086-4,33-045-007-088086,Claimant 4,Grandson,True,Documented,Legal Heir Certificate,16.5,Verified,2025-12-25
SC-36-019-019-608716-1,36-019-019-608716,Claimant 1,Step-son,True,Documented,Registered Will,28.7,Verified,2024-11-19
SC-36-019-019-608716-2,36-019-019-608716,Claimant 2,Son,False,Contested,Disputed mutation,44.6,Referred to Revenue Court,2024-11-19
SC-36-019-019-608716-3,36-019-019-608716,Claimant 3,Adopted Son,False,Documented,Mutation Entry (RoR),26.699999999999996,Verified,2024-11-19
SC-33-045-014-879637-1,33-045-014-879637,Claimant 1,Daughter,True,Documented,Partition Deed,38.2,Verified,2024-07-31
SC-33-045-014-879637-2,33-045-014-879637,Claimant 2,Adopted Son,True,Documented,Registered Will,61.8,Verified,2024-07-31
SC-27-001-023-118983-1,27-001-023-118983,Claimant 1,Grandson,True,Documented,Succession Certificate,21.9,Verified,2024-12-31
SC-27-001-023-118983-2,27-001-023-118983,Claimant 2,Sister,True,Undocumented,Panchayat attestation,26.0,Pending Verification,2024-12-31
SC-27-001-023-118983-3,27-001-023-118983,Claimant 3,Grandson,True,Documented,Succession Certificate,25.0,Verified,2024-12-31
SC-27-001-023-118983-4,27-001-023-118983,Claimant 4,Adopted Son,True,Undocumented,"Affidavit, unverified",17.9,Pending Verification,2024-12-31
SC-33-031-008-004122-1,33-031-008-004122,Claimant 1,Sister,False,Documented,Partition Deed,34.0,Verified,2025-01-02
SC-33-031-008-004122-2,33-031-008-004122,Claimant 2,Widow,True,Documented,Legal Heir Certificate,44.6,Verified,2025-01-02
SC-33-031-008-004122-3,33-031-008-004122,Claimant 3,Adopted Son,True,Documented,Mutation Entry (RoR),21.4,Verified,2025-01-02
SC-22-002-018-182753-1,22-002-018-182753,Claimant 1,Adopted Son,True,Documented,Legal Heir Certificate,28.5,Verified,2025-01-11
SC-22-002-018-182753-2,22-002-018-182753,Claimant 2,Son,True,Contested,Competing Will produced,44.9,Referred to Revenue Court,2025-01-11
SC-22-002-018-182753-3,22-002-018-182753,Claimant 3,Grandson,True,Documented,Partition Deed,17.6,Verified,2025-01-11
SC-29-022-023-805781-1,29-022-023-805781,Claimant 1,Brother,True,Documented,Succession Certificate,70.2,Verified,2025-12-19
SC-36-003-001-892924-1,36-003-001-892924,Claimant 1,Nephew,True,Documented,Succession Certificate,44.8,Verified,2025-10-26
SC-36-003-001-892924-2,36-003-001-892924,Claimant 2,Grandson,False,Documented,Registered Will,54.1,Verified,2025-10-26
SC-36-011-023-761008-1,36-011-023-761008,Claimant 1,Sister,False,Documented,Legal Heir Certificate,64.5,Verified,2025-11-11
SC-36-011-023-761008-2,36-011-023-761008,Claimant 2,Nephew,True,Documented,Mutation Entry (RoR),35.5,Verified,2025-11-11
SC-29-022-022-522533-1,29-022-022-522533,Claimant 1,Widow,True,Undocumented,Panchayat attestation,35.7,Pending Verification,2025-10-11
SC-29-022-022-522533-2,29-022-022-522533,Claimant 2,Daughter,True,Undocumented,Oral claim only,39.9,Pending Verification,2025-10-11
SC-29-022-022-522533-3,29-022-022-522533,Claimant 3,Daughter,True,Documented,Mutation Entry (RoR),24.4,Verified,2025-10-11
SC-21-012-017-655235-1,21-012-017-655235,Claimant 1,Adopted Son,True,Documented,Succession Certificate,16.9,Verified,2024-09-02
SC-21-012-017-655235-2,21-012-017-655235,Claimant 2,Step-son,True,Documented,Mutation Entry (RoR),30.8,Verified,2024-09-02
SC-21-012-017-655235-3,21-012-017-655235,Claimant 3,Son,False,Documented,Legal Heir Certificate,24.9,Verified,2024-09-02
SC-21-012-017-655235-4,21-012-017-655235,Claimant 4,Nephew,True,Contested,Disputed mutation,27.4,Referred to Revenue Court,2024-09-02
SC-33-045-003-904905-1,33-045-003-904905,Claimant 1,Sister,True,Documented,Registered Will,30.6,Verified,2026-02-15
SC-33-045-003-904905-2,33-045-003-904905,Claimant 2,Brother,True,Contested,Disputed mutation,69.4,Referred to Revenue Court,2026-02-15
SC-09-002-012-069721-1,09-002-012-069721,Claimant 1,Step-son,True,Contested,Disputed mutation,45.5,Referred to Revenue Court,2025-12-03
SC-09-002-012-069721-2,09-002-012-069721,Claimant 2,Sister,True,Documented,Registered Will,26.8,Verified,2025-12-03
SC-09-002-012-069721-3,09-002-012-069721,Claimant 3,Sister,True,Contested,Civil suit pending,22.3,Referred to Revenue Court,2025-12-03
SC-27-025-022-382533-1,27-025-022-382533,Claimant 1,Sister,True,Undocumented,"Affidavit, unverified",41.3,Pending Verification,2026-01-25
SC-27-025-022-382533-2,27-025-022-382533,Claimant 2,Brother,True,Documented,Legal Heir Certificate,35.3,Verified,2026-01-25
SC-27-025-022-382533-3,27-025-022-382533,Claimant 3,Grandson,True,Documented,Succession Certificate,23.400000000000006,Verified,2026-01-25
SC-21-005-008-420826-1,21-005-008-420826,Claimant 1,Brother,False,Documented,Succession Certificate,41.5,Verified,2026-08-15
SC-21-005-008-420826-2,21-005-008-420826,Claimant 2,Adopted Son,True,Undocumented,"Affidavit, unverified",58.5,Pending Verification,2026-08-15
SC-33-031-021-185290-1,33-031-021-185290,Claimant 1,Daughter,False,Undocumented,Oral claim only,80.5,Pending Verification,2026-07-10
SC-09-044-010-399385-1,09-044-010-399385,Claimant 1,Widow,False,Undocumented,Oral claim only,22.2,Pending Verification,2026-02-13
SC-09-044-010-399385-2,09-044-010-399385,Claimant 2,Adopted Son,True,Documented,Succession Certificate,32.7,Verified,2026-02-13
SC-09-044-010-399385-3,09-044-010-399385,Claimant 3,Brother,True,Documented,Legal Heir Certificate,30.1,Verified,2026-02-13
SC-09-044-010-399385-4,09-044-010-399385,Claimant 4,Grandson,False,Documented,Mutation Entry (RoR),13.2,Verified,2026-02-13
SC-22-018-003-316142-1,22-018-003-316142,Claimant 1,Nephew,True,Undocumented,Panchayat attestation,100.0,Pending Verification,2026-05-17
SC-23-016-010-298309-1,23-016-010-298309,Claimant 1,Nephew,False,Documented,Succession Certificate,15.7,Verified,2024-11-30
SC-23-016-010-298309-2,23-016-010-298309,Claimant 2,Nephew,False,Documented,Mutation Entry (RoR),33.2,Verified,2024-11-30
SC-23-016-010-298309-3,23-016-010-298309,Claimant 3,Son,True,Documented,Succession Certificate,22.0,Verified,2024-11-30
SC-23-016-010-298309-4,23-016-010-298309,Claimant 4,Brother,True,Contested,Civil suit pending,29.099999999999994,Referred to Revenue Court,2024-11-30
SC-36-003-005-162453-1,36-003-005-162453,Claimant 1,Daughter,True,Undocumented,Oral claim only,100.0,Pending Verification,2024-12-25
SC-21-019-016-998853-1,21-019-016-998853,Claimant 1,Step-son,True,Documented,Partition Deed,16.3,Verified,2025-10-05
SC-21-019-016-998853-2,21-019-016-998853,Claimant 2,Step-son,False,Documented,Succession Certificate,33.4,Verified,2025-10-05
SC-21-019-016-998853-3,21-019-016-998853,Claimant 3,Adopted Son,True,Documented,Mutation Entry (RoR),25.2,Verified,2025-10-05
SC-21-019-016-998853-4,21-019-016-998853,Claimant 4,Sister,True,Documented,Registered Will,23.1,Verified,2025-10-05
SC-27-013-012-943884-1,27-013-012-943884,Claimant 1,Grandson,False,Undocumented,Panchayat attestation,34.3,Pending Verification,2025-07-18
SC-27-013-012-943884-2,27-013-012-943884,Claimant 2,Widow,False,Documented,Succession Certificate,28.7,Verified,2025-07-18
SC-27-013-012-943884-3,27-013-012-943884,Claimant 3,Nephew,True,Documented,Mutation Entry (RoR),13.7,Verified,2025-07-18
SC-27-013-012-943884-4,27-013-012-943884,Claimant 4,Step-son,True,Documented,Succession Certificate,15.8,Verified,2025-07-18
SC-33-031-011-156622-1,33-031-011-156622,Claimant 1,Daughter,False,Documented,Registered Will,30.1,Verified,2024-12-30
SC-33-031-011-156622-2,33-031-011-156622,Claimant 2,Grandson,True,Undocumented,Oral claim only,32.6,Pending Verification,2024-12-30
SC-33-031-011-156622-3,33-031-011-156622,Claimant 3,Step-son,False,Documented,Mutation Entry (RoR),23.4,Verified,2024-12-30
SC-36-027-011-634969-1,36-027-011-634969,Claimant 1,Grandson,False,Documented,Mutation Entry (RoR),62.3,Verified,2024-08-05
SC-36-027-011-634969-2,36-027-011-634969,Claimant 2,Nephew,True,Documented,Legal Heir Certificate,32.9,Verified,2024-08-05
SC-33-045-013-795946-1,33-045-013-795946,Claimant 1,Sister,True,Documented,Mutation Entry (RoR),100.0,Verified,2024-09-07
SC-33-031-016-649876-1,33-031-016-649876,Claimant 1,Grandson,True,Documented,Partition Deed,35.5,Verified,2026-07-05
SC-33-031-016-649876-2,33-031-016-649876,Claimant 2,Adopted Son,True,Documented,Registered Will,30.4,Verified,2026-07-05
SC-33-031-016-649876-3,33-031-016-649876,Claimant 3,Nephew,True,Documented,Succession Certificate,34.1,Verified,2026-07-05
SC-27-037-006-611238-1,27-037-006-611238,Claimant 1,Widow,True,Undocumented,Oral claim only,52.8,Pending Verification,2026-06-08
SC-27-037-006-611238-2,27-037-006-611238,Claimant 2,Widow,True,Documented,Mutation Entry (RoR),47.2,Verified,2026-06-08
SC-21-005-009-683504-1,21-005-009-683504,Claimant 1,Adopted Son,True,Contested,Civil suit pending,63.2,Referred to Revenue Court,2025-04-17
SC-21-005-009-683504-2,21-005-009-683504,Claimant 2,Widow,True,Documented,Succession Certificate,29.0,Verified,2025-04-17
SC-36-019-010-992795-1,36-019-010-992795,Claimant 1,Sister,True,Documented,Legal Heir Certificate,41.2,Verified,2025-10-28
SC-36-019-010-992795-2,36-019-010-992795,Claimant 2,Grandson,True,Undocumented,Oral claim only,27.9,Pending Verification,2025-10-28
SC-36-019-010-992795-3,36-019-010-992795,Claimant 3,Sister,True,Documented,Succession Certificate,21.0,Verified,2025-10-28
SC-29-009-010-464509-1,29-009-010-464509,Claimant 1,Grandson,True,Documented,Legal Heir Certificate,33.9,Verified,2025-05-30
SC-29-009-010-464509-2,29-009-010-464509,Claimant 2,Son,True,Documented,Legal Heir Certificate,44.0,Verified,2025-05-30
SC-09-015-005-629643-1,09-015-005-629643,Claimant 1,Daughter,True,Undocumented,"Affidavit, unverified",19.8,Pending Verification,2026-04-26
SC-09-015-005-629643-2,09-015-005-629643,Claimant 2,Adopted Son,False,Documented,Partition Deed,31.7,Verified,2026-04-26
SC-09-015-005-629643-3,09-015-005-629643,Claimant 3,Son,True,Documented,Mutation Entry (RoR),18.8,Verified,2026-04-26
SC-09-015-005-629643-4,09-015-005-629643,Claimant 4,Sister,True,Undocumented,"Affidavit, unverified",27.0,Pending Verification,2026-04-26
SC-09-015-018-258288-1,09-015-018-258288,Claimant 1,Nephew,False,Documented,Mutation Entry (RoR),35.6,Verified,2024-06-17
SC-09-015-018-258288-2,09-015-018-258288,Claimant 2,Step-son,True,Documented,Succession Certificate,44.4,Verified,2024-06-17
SC-09-015-018-258288-3,09-015-018-258288,Claimant 3,Brother,False,Documented,Mutation Entry (RoR),15.1,Verified,2024-06-17
SC-36-027-010-336564-1,36-027-010-336564,Claimant 1,Adopted Son,True,Documented,Partition Deed,62.1,Verified,2024-06-01
SC-36-027-010-336564-2,36-027-010-336564,Claimant 2,Son,True,Documented,Mutation Entry (RoR),29.6,Verified,2024-06-01
SC-22-018-015-281782-1,22-018-015-281782,Claimant 1,Grandson,True,Documented,Partition Deed,19.5,Verified,2024-06-11
